На складе (тонн),Вес 1 шт./кг.,,Цена 1 - 5 т. ,"Цена 5 - 15 т.
",Цена > 15 т. ,Филиал,Наименование,Размер,Длина,Доп. информация/ГОСТ,Категория,Длина
2.96,602.108,96939.40,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"159 *16,0",НД,ГОСТ 8732-78,Труба БШ,10.67
5.27,607.004,95724.52,157000,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"159 *16,0",НД,ГОСТ 8732-78,Труба БШ,10.76
5.14,572.428,84204.16,146100,146000,146000,ЛОБНЯ,Труба БШ,"159 *18,0",НД,ГОСТ 8732-78,Труба БШ,9.3
29.73,188.947,32121.02,168000,168000,168000,ЛОБНЯ,Труба БШ,"159 *4,5",НД,ГОСТ 8732-78,Труба БШ,10.4
4.23,182.053,31131.06,171000,171000,171000,НОВОСИБИРСК,Труба БШ,"159 *4,5",НД,ГОСТ 8732-78,Труба БШ,10.4
10.49,180.075,30864.85,170100,170000,170000,ЧЕЛЯБИНСК,Труба БШ,"159 *4,5",НД,ГОСТ 8732-78,Труба БШ,10.5
28.80,201.886,29899.32,146100,146000,146000,ЛОБНЯ,Труба БШ,"159 *5,0",НД,ГОСТ 8732-78,Труба БШ,10.23
7.32,193.698,31185.38,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"159 *5,0",НД,ГОСТ 8732-78,Труба БШ,10.2
5.26,231.131,34230.46,146100,146000,146000,ЛОБНЯ,Труба БШ ст20,"152 *6,0",НД,ГОСТ 8732-78,Труба БШ,10.7
7.56,352.093,51968.93,146100,146000,146000,ЛОБНЯ,Труба БШ,"159 *10,0",НД,ГОСТ 8732-78,Труба БШ,9.4
4.52,411.600,66267.60,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"159 *10,0",НД,ГОСТ 8732-78,Труба БШ,11.2
3.73,349.125,55161.75,157000,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"159 *10,0",НД,ГОСТ 8732-78,Труба БШ,9.5
9.00,345.568,56327.52,162000,162000,162000,ЧЕЛЯБИНСК,Труба БШ ст09г2с,"159*10,0",НД,ГОСТ 8732-78,Труба БШ,9.8
3.28,355.872,52526.69,146100,146000,146000,ЛОБНЯ,Труба БШ,"159 *12,0",НД,ГОСТ 8732-78,Труба БШ,8.1
6.90,459.360,73956.96,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"159 *12,0",НД,ГОСТ 8732-78,Труба БШ,10.56
5.66,369.999,60309.89,162000,162000,162000,ЧЕЛЯБИНСК,Труба БШ ст09г2с,"159*12,0",НД,ГОСТ 8732-78,Труба БШ,7.97
16.23,548.245,80646.81,146100,146000,146000,ЛОБНЯ,Труба БШ,"159 *14,0",НД,ГОСТ 8732-78,Труба БШ,11.17
4.72,128.578,20701.06,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"127 *4,0",НД,ГОСТ 8732-78,Труба БШ,10.6
2.22,123.754,19652.21,157000,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"127 *4,0",НД,ГОСТ 8732-78,Труба БШ,10.3
7.00,159.341,23598.40,146100,146000,146000,ЛОБНЯ,Труба БШ,"127 *5,0",НД,ГОСТ 8732-78,Труба БШ,10.3
2.16,174.464,28088.70,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"127 *5,0",НД,ГОСТ 8732-78,Труба БШ,11.6
10.15,177.703,26317.87,146100,146000,146000,ЛОБНЯ,Труба БШ,"127 *6,0",НД,ГОСТ 8732-78,Труба БШ,9.8
5.74,186.997,30106.45,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"127 *6,0",НД,ГОСТ 8732-78,Труба БШ,10.2
2.33,179.336,28388.83,157000,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"127 *6,0",НД,ГОСТ 8732-78,Труба БШ,10.1
4.42,204.408,29925.39,145100,145000,145000,ЧЕЛЯБИНСК,Труба БШ,"114*8,0",НД,ГОСТ 8732-78,Труба БШ,9.8
1.96,257.580,38147.60,146100,146000,146000,ЛОБНЯ,Труба БШ,"114 *9,0",НД,ГОСТ 8732-78,Труба БШ,10.6
5.61,254.079,40906.72,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"114 *9,0",НД,ГОСТ 8732-78,Труба БШ,10.9
3.19,371.571,58559.62,156100,156000,156000,ЛОБНЯ,Труба БШ,121 *16,НД,ГОСТ 8732-78,Труба БШ,8.96
09.07,384.096,60533.58,156100,156000,156000,ЛОБНЯ,Труба БШ,121 *20,НД,ГОСТ 8732-78,Труба БШ,7.95
03.08,130.722,20732.53,156100,156000,156000,ЛОБНЯ,Труба БШ,121 *5,НД,ГОСТ 8732-78,Труба БШ,9.14
4.32,159.940,25286.53,156100,156000,156000,ЛОБНЯ,Труба БШ,121 *6,НД,ГОСТ 8732-78,Труба БШ,9.4
29.57,133.381,20353.96,150100,150000,150000,ЛОБНЯ,Труба БШ,"133 *4,0",НД,ГОСТ 8732-78,Труба БШ,10.15
10.13,129.846,20905.21,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"133 *4,0",НД,ГОСТ 8732-78,Труба БШ,10.2
0.97,126.849,20156.37,157100,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"133 *4,0",НД,ГОСТ 8732-78,Труба БШ,10.03
8.26,126.027,20643.22,162000,162000,162000,ЧЕЛЯБИНСК,Труба БШ ст09Г2С,"133 *4,0",НД,ГОСТ 8732-78,Труба БШ,9.9
22.08,173.947,26457.38,150100,150000,150000,ЛОБНЯ,Труба БШ,"133 *5,0",НД,ГОСТ 8732-78,Труба БШ,10.4
17.42,162.534,26167.97,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"133 *5,0",НД,ГОСТ 8732-78,Труба БШ,10.3
7.99,160.956,25495.43,157100,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"133 *5,0",НД,ГОСТ 8732-78,Труба БШ,10.2
10.19,261.119,39716.23,150100,150000,150000,ЛОБНЯ,Труба БШ,"133 *14,0",НД,ГОСТ 8732-78,Труба БШ,6.3
4.92,261.053,41350.76,157100,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"133 *12,0",НД,ГОСТ 8732-78,Труба БШ,7.1
6.79,308.801,46814.31,150100,150000,150000,ЛОБНЯ,Труба БШ,"133 *12,0",НД,ГОСТ 8732-78,Труба БШ,8.3
05.02,262.051,41508.91,157100,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"133 *10,0",НД,ГОСТ 8732-78,Труба БШ,8.64
4.40,263.871,40134.78,150100,150000,150000,ЛОБНЯ,Труба БШ,"133 *10,0",НД,ГОСТ 8732-78,Труба БШ,8.7
8.15,259.755,38469.66,146100,146000,146000,ЛОБНЯ,Труба БШ,"127*9,0",НД,ГОСТ 8732-78,Труба БШ,9.75
1.34,222.450,35213.87,157000,157000,157000,ЧЕЛЯБИНСК,Труба БШ,"127 *8,0",НД,ГОСТ 8732-78,Труба БШ,9.8
1.57,227.756,36668.72,161000,161000,161000,НОВОСИБИРСК,Труба БШ,"127 *8,0",НД,ГОСТ 8732-78,Труба БШ,9.7
24.74,238.044,35254.27,146100,146000,146000,ЛОБНЯ,Труба БШ,"127 *8,0",НД,ГОСТ 8732-78,Труба БШ,9.97
4.36,496.904,75330.71,150100,150000,150000,ЛОБНЯ,Труба БШ,"133 *20,0",НД,ГОСТ 8732-78,Труба БШ,9
0.13,9.048,497.64,55000,55000,55000,ЛОБНЯ,Труба ВГП,"15 *2,5",,А,Труба ВГ,7.8
18.43,37.080,2543.69,64100,64000,63900,ЛОБНЯ,Труба ВГП,"32 *3,2",-12,ГОСТ 3262-75,Труба ВГ,12
0.07,33.297,2334.12,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ВГП,"40 *3,0",-10,ГОСТ 3262-75,Труба ВГ,10
0.21,34.965,2433.56,65100,65000,64900,ЛОБНЯ,Труба ВГП,"40 *3,0","-10,5",ГОСТ 3262-75,Труба ВГ,10.5
1.40,39.960,2801.20,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ВГП,"40 *3,0",-12,ГОСТ 3262-75,Труба ВГ,12
3.76,29.818,2060.46,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"32 *3,2","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.65
4.76,29.757,2056.19,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"32 *3,2","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.63
11.40,29.701,2111.77,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"32 *3,2","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.7
7.61,26.294,1869.53,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"32 *2,8","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.6
4.38,26.208,1810.97,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"32 *2,8","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.6
9.83,12.210,904.76,69100,69000,68900,ЧЕЛЯБИНСК,Труба ВГП,"20 *2,5","(8,0-8,25)",ГОСТ 3262-75,Труба ВГ,8.25
2.14,12.210,892.55,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ВГП,"20 *2,5","(8,0-8,25)",ГОСТ 3262-75,Труба ВГ,8.14
2.18,11.154,882.28,69100,69000,68900,ЛОБНЯ,Труба ВГП,"15 *3,2","(7,8+нд)",ГОСТ 3262-75,Труба ВГ,7.8
0.06,30.900,2166.09,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"32 *3,2",-10,ГОСТ 3262-75,Труба ВГ,10
3.30,30.900,2104.29,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"32 *3,2",-10,ГОСТ 3262-75,Труба ВГ,10
0.08,15.155,1138.16,71100,71000,70900,ЧЕЛЯБИНСК,Труба ВГП,"20 *3,2","(8,0-8,250)",ГОСТ 3262-75,Труба ВГ,8.25
2.84,15.159,1077.80,69100,69000,68900,ОРЕНБУРГ,Труба ВГП,"20 *3,2","(8,0-8,250)",ГОСТ 3262-75,Труба ВГ,8.15
2.87,15.103,1058.73,66100,66000,65900,ЕКАТЕРИНБУРГ,Труба ВГП,"20 *3,2","(8,0-8,250)",ГОСТ 3262-75,Труба ВГ,8.12
0.03,32.445,2225.73,64100,64000,63900,ЛОБНЯ,Труба ВГП,"32 *3,2","-10,5",ГОСТ 3262-75,Труба ВГ,10.5
2.24,7.680,569.09,69100,69000,68900,ЧЕЛЯБИНСК,Труба ВГП,"15 *2,8",-6,ГОСТ 3262-75,Труба ВГ,6
3.64,7.680,565.25,71100,71000,70900,ОРЕНБУРГ,Труба ВГП,"15 *2,8",-6,ГОСТ 3262-75,Труба ВГ,6
12.46,7.680,584.45,66100,66000,65900,ЛОБНЯ,Труба ВГП,"15 *2,8",-6,ГОСТ 3262-75,Труба ВГ,6
0.21,10.000,549.98,55000,55000,55000,ЛОБНЯ,Труба ВГП,"15 *2,8",,А,Труба ВГ,7.8
0.75,10.296,1246.85,116100,116000,115900,ЧЕЛЯБИНСК,Труба ВГПоц,"15*2,8","(7,8+нд)",ГОСТ 3262-75,Труба ВГ,7.8
06.05,10.297,1154.27,102100,102000,101900,ЛОБНЯ,Труба ВГПоц,"15*2,8","(7,8+нд)",ГОСТ 3262-75,Труба ВГ,7.8
1.45,10.317,759.32,71100,71000,70900,ОРЕНБУРГ,Труба ВГП,"15 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГ,08.06
1.62,10.419,772.06,69100,69000,68900,ЕКАТЕРИНБУРГ,Труба ВГП,"15 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГ,8.14
0.09,28.665,2038.08,64100,64000,63900,ЛОБНЯ,Труба ВГП,"32 *2,8","-10,5",ГОСТ 3262-75,Труба ВГ,10.5
4.75,27.300,1886.43,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"32 *2,8",-10,ГОСТ 3262-75,Труба ВГ,10
1.91,27.299,1886.36,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"32 *2,8",-10,ГОСТ 3262-75,Труба ВГ,10
05.06,36.960,2590.90,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ВГП,"40 *3,5","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.625
0.43,36.211,2484.09,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"40 *3,5","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.43
10.96,36.967,2591.37,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"40 *3,5","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.7
2.49,46.946,3197.00,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"50 *3,5","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.62
4.31,46.848,3166.92,66100,66000,65900,ОРЕНБУРГ,Труба ВГП,"50 *3,5","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.6
3.29,46.948,3244.11,66100,66000,65900,ЧЕЛЯБИНСК,Труба ВГП,"50 *3,5","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.7
25.94,58.560,3900.10,64100,64000,63900,ЛОБНЯ,Труба ВГП,"50 *3,5",-12,ГОСТ 3262-75,Труба ВГ,12
6.62,31.968,2240.96,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ВГП,"40 *3,0","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.6
4.73,31.968,2193.00,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"40 *3,0","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.6
11.51,31.806,2229.62,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"40 *3,0","(9,5+нд)",ГОСТ 3262-75,Труба ВГ,9.7
8.88,32.760,2247.34,64100,64000,63900,ЛОБНЯ,Труба ВГП,"32 *2,8",-12,ГОСТ 3262-75,Труба ВГ,12
21.85,39.960,2781.22,65100,65000,64900,ЛОБНЯ,Труба ВГП,"40 *3,0",-12,ГОСТ 3262-75,Труба ВГ,12
1.53,38.400,2634.24,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"40 *3,5",-10,ГОСТ 3262-75,Труба ВГ,10
24.01,46.080,3207.17,65100,65000,64900,ЛОБНЯ,Труба ВГП,"40 *3,5",-12,ГОСТ 3262-75,Труба ВГ,12
06.04,19.431,1342.72,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"25 *3,2","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.13
7.67,14.340,1033.91,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"25 *3,2",-6,ГОСТ 3262-75,Труба ВГП,6
3.48,19.455,1344.31,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"25 *3,2","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.14
0.02,19.188,2035.85,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"25*3,2","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
9.29,21.934,2327.15,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"32*2,8","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
0.59,21.934,2327.15,104100,104000,103900,ОРЕНБУРГ,Труба ВГПоц,"32*2,8","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
3.26,33.930,3515.15,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"50*3,0","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
7.20,26.100,2769.21,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"50*3,0",(6+нд),ГОСТ 3262-75,Труба ВГП,6
0.02,20.969,1614.64,70000,70000,70000,ЛОБНЯ,Труба ВГПоц,"40*3,5",(НД),ГОСТ 3262-75,Труба ВГП,4.88
3.83,30.888,3261.77,104100,104000,103900,ОРЕНБУРГ,Труба ВГПоц,"40*3,5","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
1.61,30.890,3200.16,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"40*3,5","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
3.22,24.132,2753.46,110100,110000,109900,ЧЕЛЯБИНСК,Труба ВГПоц,"40*3,5","(6,0+нд)",ТУ14-101-535-2004,Труба ВГП,6
6.21,23.773,2522.27,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"40*3,5","(6,0+нд)",ТУ14-101-535-2004,Труба ВГП,06.01
19.34,30.180,3126.65,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"50*3,5",(6м),ГОСТ 3262-75,Труба ВГП,6
16.22,24.827,2634.19,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"32*3,2","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
5.43,19.200,2190.72,110100,110000,109900,ЧЕЛЯБИНСК,Труба ВГПоц,"32*3,2","(6,0+нд)",ТУ14-101-535-2004,Труба ВГП,6
0.26,19.083,2024.71,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"32*3,2",-6,ГОСТ 3262-75,Труба ВГП,6
0.02,19.098,2215.37,112000,111900,111800,ЕКАТЕРИНБУРГ,Труба ВГПоц,"32*3,2",-6,ГОСТ 3262-75,Труба ВГП,6
1.34,26.754,2838.60,104100,104000,103900,ОРЕНБУРГ,Труба ВГПоц,"40*3,0","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
6.61,26.754,2838.60,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"40*3,0","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
18.89,20.580,2183.54,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"40*3,0","(6,0+нд)",ГОСТ 3262-75,Труба ВГП,6
5.36,40.721,2813.79,66100,66000,65900,ЧЕЛЯБИНСК,Труба ВГП,"50 *3,0","(9,5+нд)",ГОСТ 3262-75,Труба ВГП,9.7
1.23,39.626,2678.70,66100,66000,65900,ОРЕНБУРГ,Труба ВГП,"50 *3,0","(9,5+нд)",ГОСТ 3262-75,Труба ВГП,9.39
20.20,50.640,3372.62,64100,64000,63900,ЛОБНЯ,Труба ВГП,"50 *3,0",-12,ГОСТ 3262-75,Труба ВГП,12
14.44,13.338,1495.19,102100,102000,101900,ЛОБНЯ,Труба ВГПоц,"20*2,8","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
0.01,11.775,647.62,55000,55000,55000,ЛОБНЯ,Труба ВГП,"20 *2,5",,А,Труба ВГП,7.85
1.43,9.972,714.00,69100,69000,68900,ОРЕНБУРГ,Труба ВГП,"20 *2,8",(6+нд),ГОСТ 3262-75,Труба ВГП,6
13.81,9.960,748.00,65100,65000,64900,ЛОБНЯ,Труба ВГП,"20 *2,8",(6+нд),ГОСТ 3262-75,Труба ВГП,6
6.99,9.960,728.08,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ВГП,"20 *2,8",(6+нд),ГОСТ 3262-75,Труба ВГП,6
0.09,44.310,3039.67,64100,64000,63900,ЛОБНЯ,Труба ВГП,"50 *3,0","-10,5",ГОСТ 3262-75,Труба ВГП,10.5
0.36,14.940,821.70,55000,55000,55000,ЛОБНЯ,Труба ВГП,"20 *2,8",,А,Труба ВГП,9
12.57,13.546,1003.80,69100,69000,68900,ЧЕЛЯБИНСК,Труба ВГП,"20 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.25
4.99,13.512,967.49,69100,69000,68900,ОРЕНБУРГ,Труба ВГП,"20 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.14
0.02,22.260,1113.00,50000,50000,50000,ЛОБНЯ,Труба ВГП,"25 *2,8",,А,Труба ВГП,10.5
9.35,17.004,1804.12,99100,99000,98900,ЛОБНЯ,Труба ВГПоц,"25*2,8","(7,8+нд)",ГОСТ 3262-75,Труба ВГП,7.8
0.77,14.376,1000.57,67100,67000,66900,ОРЕНБУРГ,Труба ВГП,"25 *3,2",-6,ГОСТ 3262-75,Труба ВГП,6
35.05,28.680,2096.51,66100,66000,65900,ЛОБНЯ,Труба ВГП,"25 *3,2",-12,ГОСТ 3262-75,Труба ВГП,12
20.50,25.440,1808.78,64100,64000,63900,ЛОБНЯ,Труба ВГП,"25 *2,8",-12,ГОСТ 3262-75,Труба ВГП,12
0.28,17.234,1225.35,67100,67000,66900,ЧЕЛЯБИНСК,Труба ВГП,"25 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.25
0.82,17.193,1205.24,68100,68000,67900,ОРЕНБУРГ,Труба ВГП,"25 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.11
16.71,17.298,1195.32,65100,65000,64900,ЕКАТЕРИНБУРГ,Труба ВГП,"25 *2,8","(8,0-8,25)",ГОСТ 3262-75,Труба ВГП,8.15
2.82,12.720,898.03,68100,68000,67900,ОРЕНБУРГ,Труба ВГП,"25 *2,8",-6,ГОСТ 3262-75,Труба ВГП,6
4.92,41.916,7754.44,182000,182000,182000,ЧЕЛЯБИНСК,Труба БШ,"38 *4,0",НД,ГОСТ 8732-78,Труба ЦТ,12.35
2.88,37.145,6908.97,186000,186000,186000,НОВОСИБИРСК,Труба БШ,"38 *4,0",НД,ГОСТ 8732-78,Труба ЦТ,11.5
9.20,36.230,6793.07,183000,183000,183000,ЛОБНЯ,Труба БШ,"42 *3,5",НД,ГОСТ 8732-78,Труба ЦТ,10.87
4.96,33.200,6175.20,186000,186000,186000,НОВОСИБИРСК,Труба БШ,"42 *3,5",НД,ГОСТ 8732-78,Труба ЦТ,10
5.12,39.887,7478.74,183000,183000,183000,ЛОБНЯ,Труба БШ,"38 *4,0",НД,ГОСТ 8732-78,Труба ЦТ,11.6
4.47,32.333,5981.60,182000,182000,182000,ЧЕЛЯБИНСК,Труба БШ,"38 *3,5",НД,ГОСТ 8732-78,Труба ЦТ,10.85
4.56,35.760,6651.36,186000,186000,186000,НОВОСИБИРСК,Труба БШ,"38 *3,5",НД,ГОСТ 8732-78,Труба ЦТ,12
11.91,42.502,7969.09,183000,183000,183000,ЛОБНЯ,Труба БШ,"38 *3,5",НД,ГОСТ 8732-78,Труба ЦТ,11.24
04.05,44.002,8250.45,183000,183000,183000,ЛОБНЯ,Труба БШ,"42*4,5",НД,ГОСТ 8732-78,Труба ЦТ,10.49
2.32,39.575,7321.41,182000,182000,182000,ЧЕЛЯБИНСК,Труба БШ,"42 *4,0",НД,ГОСТ 8732-78,Труба ЦТ,10.42
5.61,44.288,8303.96,183000,183000,183000,ЛОБНЯ,Труба БШ,"42 *4,0",НД,ГОСТ 8732-78,Труба ЦТ,11.8
2.61,38.465,7116.08,182000,182000,182000,ЧЕЛЯБИНСК,Труба БШ,"42 *3,5",НД,ГОСТ 8732-78,Труба ЦТ,11.52
8.26,359.006,24448.28,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,"159 *8,0",12+нд,ГОСТ 10704-91,Труба ЭС,12.05
17.97,359.358,24472.27,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,"159 *8,0",12+нд,ГОСТ 10704-91,Труба ЭС,12.1
14.19,191.947,13513.07,69100,69000,68900,ЧЕЛЯБИНСК,Труба ЭС,"168 *4,0","(11,7+нд)",ГОСТ10704-91,Труба ЭС,11.9
19.45,194.550,13501.78,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ЭС,"168 *4,0",(12+нд),ГОСТ10704-91,Труба ЭС,12.025
01.09,271.680,18773.09,67100,67000,66900,ЛОБНЯ,Труба ЭС,"159 *6,0",(12+нд),ГОСТ 10704-91,Труба ЭС,12
0.54,270.797,18522.51,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,"159 *6,0",(12+нд),ГОСТ 10704-91,Труба ЭС,11.961
3.92,356.352,24445.75,68100,68000,67900,ОРЕНБУРГ,Труба ЭС,"159 *8,0","(11,7+нд)",ГОСТ 10704-91,Труба ЭС,12
1.41,353.000,24215.77,67100,67000,66900,ЛОБНЯ,Труба ЭС,"159 *8,0","(11,7+нд)",ГОСТ 10704-91,Труба ЭС,11.85
9.98,364.339,24811.46,67100,67000,66900,ЕКАТЕРИНБУРГ,Труба ЭС,"159 *8,0","(11,7+нд)",ГОСТ 10704-91,Труба ЭС,11.962
1.35,270.774,18520.93,67100,67000,66900,ЧЕЛЯБИНСК,Труба ЭС,"159 *6,0",(12+нд),ГОСТ 10704-91,Труба ЭС,12.1
9.90,380.775,26692.32,69100,69000,68900,ЧЕЛЯБИНСК,Труба ЭС,"168 *8,0",(12+нд),ГОСТ10704-91,Труба ЭС,12.1
27.12,255.829,17754.52,68100,68000,67900,ЕКАТЕРИНБУРГ,Труба ЭС,"219 *4,0",(12+нд),ГОСТ 10704-91,Труба ЭС,12.06
20.62,254.520,17332.81,66100,66000,65900,ЛОБНЯ,Труба ЭС,"219 *4,0",(12+нд),ГОСТ 10704-91,Труба ЭС,12
